Expression,Gene/protein,Expression analysis,Expression value,adj P-value,P-value,Virus,Host,Sample,Condition,Methodology,Approach,Reference
Downregulated,ANP32B,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,ARGLU1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,ARHGDIA,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,BAP1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,BCKDHA,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,BLVRB,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,CALU,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,CCNL1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,CD2BP2,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,CFL1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,CLINT1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,CSTF3,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,CTTN,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,DDX54,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,DNAJC6,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,EIF2S1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,EPS15L1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,FILIP1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,GTSE1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,H1FX,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,HIST1H1C,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,HMGA1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,IBTK,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,KHDRBS1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,KIAA1143,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,LAS1L,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,LRRC47,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,MARCKSL1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,MECP2,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,MKI67,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,MOV10,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,MTFR1L,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,MYH9,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,NBEAL2,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,PA2G4,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,PAGE5,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,PDCD11,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,PDIA6,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,POU2F1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,RAB3IL1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,RALGAPA1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,RIOK1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,RPLP2,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,RSL1D1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,SCN1A,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,SETD2,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,SFSWAP,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,SMARCA2,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,SMARCC1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,SNX17,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,SP3,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,SRPRB,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,SSBP4,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,TCF3,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,TFAM,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,TMEM164,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,TRA2A,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,TUBB2B,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,UBE4B,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,VDAC1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,WDR33,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,XPC,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
